zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
19701,STANDARD,0,Bear,,,DE,New Castle County,America/New_York,302,NA,US,39.58,-75.68,40780
19702,STANDARD,0,Newark,Christiana,,DE,New Castle County,America/New_York,"302, 410, 443, 667",NA,US,39.62,-75.73,50470
19703,STANDARD,0,Claymont,,,DE,New Castle County,America/New_York,"302, 484, 610, 835",NA,US,39.8,-75.45,14140
19706,PO BOX,0,Delaware City,,,DE,New Castle County,America/New_York,302,NA,US,39.57,-75.6,1850
19707,STANDARD,0,Hockessin,,,DE,New Castle County,America/New_York,"302, 484, 610, 835",NA,US,39.78,-75.68,16490
19708,PO BOX,0,Kirkwood,,,DE,New Castle County,America/New_York,302,NA,US,39.57,-75.63,104
19709,STANDARD,0,Middletown,,,DE,New Castle County,America/New_York,"302, 410, 443, 667",NA,US,39.45,-75.71,49350
19710,PO BOX,0,Montchanin,,,DE,New Castle County,America/New_York,302,NA,US,39.79,-75.58,450
19711,STANDARD,0,Newark,,,DE,New Castle County,America/New_York,"302, 410, 443, 484, 610, 667, 835",NA,US,39.71,-75.74,38720
19712,UNIQUE,0,Newark,,Shared Firm Zip,DE,New Castle County,America/New_York,302,NA,US,39.67,-75.75,21
19713,STANDARD,0,Newark,,,DE,New Castle County,America/New_York,"302, 410, 443, 667",NA,US,39.67,-75.75,28130
19714,PO BOX,0,Newark,,,DE,New Castle County,America/New_York,302,NA,US,39.67,-75.75,1499
19715,PO BOX,0,Newark,,,DE,New Castle County,America/New_York,302,NA,US,39.67,-75.75,120
19716,STANDARD,0,Newark,,,DE,New Castle County,America/New_York,302,NA,US,39.67,-75.75,46
19717,STANDARD,0,Newark,,,DE,New Castle County,America/New_York,302,NA,US,39.68,-75.75,30
19718,UNIQUE,0,Newark,,Christiana Medical Center,DE,New Castle County,America/New_York,302,NA,US,39.67,-75.75,0
19720,STANDARD,0,New Castle,"Historic New Castle, Hst Newcastle, Manor",Minquadale,DE,New Castle County,America/New_York,302,NA,US,39.66,-75.57,53510
19721,UNIQUE,0,New Castle,,Citibank,DE,New Castle County,America/New_York,302,NA,US,39.66,-75.57,88
19725,UNIQUE,0,Newark,,Shared Firm Zip,DE,New Castle County,America/New_York,302,NA,US,39.67,-75.75,0
19726,UNIQUE,0,New Castle,,Shared Firm Zip,DE,New Castle County,America/New_York,302,NA,US,39.67,-75.75,0
19730,PO BOX,0,Odessa,,,DE,New Castle County,America/New_York,302,NA,US,39.45,-75.66,642
19731,PO BOX,0,Port Penn,,,DE,New Castle County,America/New_York,302,NA,US,39.51,-75.6,251
19732,PO BOX,0,Rockland,,,DE,New Castle County,America/New_York,302,NA,US,39.8,-75.57,208
19733,PO BOX,0,Saint Georges,,,DE,New Castle County,America/New_York,302,NA,US,39.56,-75.65,420
19734,STANDARD,0,Townsend,,Blackbird,DE,New Castle County,America/New_York,"302, 410, 443, 667",NA,US,39.39,-75.69,13300
19735,STANDARD,0,Winterthur,,,DE,New Castle County,America/New_York,302,NA,US,39.81,-75.6,17
19736,STANDARD,0,Yorklyn,,,DE,New Castle County,America/New_York,302,NA,US,39.78,-75.64,190
19801,STANDARD,0,Wilmington,,,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.54,11910
19802,STANDARD,0,Wilmington,,,DE,New Castle County,America/New_York,302,NA,US,39.76,-75.53,20340
19803,STANDARD,0,Wilmington,Talleyville,,DE,New Castle County,America/New_York,"302, 484, 610, 835",NA,US,39.8,-75.54,20760
19804,STANDARD,0,Wilmington,"Newport, Stanton",,DE,New Castle County,America/New_York,302,NA,US,39.72,-75.62,17210
19805,STANDARD,0,Wilmington,Elsmere,,DE,New Castle County,America/New_York,302,NA,US,39.74,-75.59,34170
19806,STANDARD,0,Wilmington,,,DE,New Castle County,America/New_York,302,NA,US,39.76,-75.56,7700
19807,STANDARD,0,Wilmington,Greenville,,DE,New Castle County,America/New_York,"302, 484, 610, 835",NA,US,39.8,-75.61,8060
19808,STANDARD,0,Wilmington,Marshallton,,DE,New Castle County,America/New_York,302,NA,US,39.74,-75.67,36270
19809,STANDARD,0,Wilmington,"Bellefonte, Edgemoor",,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,12970
19810,STANDARD,0,Wilmington,Edgemoor,Arden,DE,New Castle County,America/New_York,"302, 484, 610, 835",NA,US,39.82,-75.51,23580
19850,PO BOX,0,Wilmington,,,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,615
19880,PO BOX,0,Wilmington,,,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19884,UNIQUE,0,Wilmington,Greenville,Bank Of America,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19885,UNIQUE,0,Wilmington,,Shared Firm Zip,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19886,UNIQUE,0,Wilmington,,"Bank Of America, Shared Firm Zip",DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19887,UNIQUE,1,Wilmington,,Computer Com Of Amer,DE,New Castle County,America/New_York,302,NA,US,39.81,-75.5,0
19889,UNIQUE,1,Wilmington,,Beneficial Natl Bank,DE,New Castle County,America/New_York,302,NA,US,39.74,-75.54,0
19890,UNIQUE,0,Wilmington,,Wilmington Trust,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,270
19891,UNIQUE,0,Wilmington,,Bank Of America,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19892,UNIQUE,0,Wilmington,,Citibank,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19893,UNIQUE,0,Wilmington,,Chase Manhattan Bank N A,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19894,UNIQUE,0,Wilmington,,Shared Firm Zip,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19895,UNIQUE,0,Wilmington,,Delmarva Power,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19896,UNIQUE,0,Wilmington,,Shared Firm Zip,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19897,UNIQUE,0,Wilmington,,Astrazeneca,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,0
19898,UNIQUE,0,Wilmington,,Dupont Inc,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,633
19899,PO BOX,0,Wilmington,,,DE,New Castle County,America/New_York,302,NA,US,39.73,-75.53,1007
19901,STANDARD,0,Dover,Leipsic,,DE,Kent County,America/New_York,302,NA,US,39.15,-75.51,29740
19902,STANDARD,0,Dover AFB,"Dover, Dover Air Force Base",,DE,Kent County,America/New_York,302,NA,US,39.13,-75.48,572
19903,PO BOX,0,Dover,,,DE,Kent County,America/New_York,302,NA,US,39.15,-75.51,927
19904,STANDARD,0,Dover,,,DE,Kent County,America/New_York,302,NA,US,39.17,-75.59,32060
19905,PO BOX,0,Dover,,,DE,Kent County,America/New_York,302,NA,US,39.15,-75.51,0
19906,STANDARD,0,Dover,,,DE,Kent County,America/New_York,302,NA,US,39.15,-75.54,0
19930,STANDARD,0,Bethany Beach,"S Bethany, South Bethany",,DE,Sussex County,America/New_York,302,NA,US,38.53,-75.06,2550
19931,STANDARD,0,Bethel,,,DE,Sussex County,America/New_York,302,NA,US,38.57,-75.62,300
19933,STANDARD,0,Bridgeville,,,DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.74,-75.6,9490
19934,STANDARD,0,Camden Wyoming,"Camden, Camden Wyo, Wyoming",,DE,Kent County,America/New_York,"302, 410, 443, 667",NA,US,39.08,-75.62,13500
19936,PO BOX,0,Cheswold,,,DE,Kent County,America/New_York,302,NA,US,39.22,-75.58,456
19938,STANDARD,0,Clayton,,,DE,Kent County,America/New_York,"302, 410, 443, 667",NA,US,39.29,-75.63,9650
19939,STANDARD,0,Dagsboro,,,DE,Sussex County,America/New_York,302,NA,US,38.54,-75.24,6810
19940,STANDARD,0,Delmar,,,DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.46,-75.57,6090
19941,STANDARD,0,Ellendale,,,DE,Sussex County,America/New_York,302,NA,US,38.8,-75.42,2700
19943,STANDARD,0,Felton,,,DE,Kent County,America/New_York,"302, 410, 443, 667",NA,US,39,-75.57,12050
19944,STANDARD,0,Fenwick Island,"Fenwick Isle, Selbyville",Fenwick Is,DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.46,-75.05,450
19945,STANDARD,0,Frankford,,,DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.52,-75.23,8160
19946,STANDARD,0,Frederica,,,DE,Kent County,America/New_York,302,NA,US,39,-75.46,4470
19947,STANDARD,0,Georgetown,,,DE,Sussex County,America/New_York,302,NA,US,38.69,-75.38,17820
19950,STANDARD,0,Greenwood,Farmington,,DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.8,-75.59,6580
19951,STANDARD,0,Harbeson,,,DE,Sussex County,America/New_York,302,NA,US,38.67,-75.23,1960
19952,STANDARD,0,Harrington,,,DE,Kent County,America/New_York,"302, 410, 443, 667",NA,US,38.92,-75.57,9660
19953,STANDARD,0,Hartly,,,DE,Kent County,America/New_York,"302, 410, 443, 667",NA,US,39.16,-75.71,4200
19954,STANDARD,0,Houston,,,DE,Kent County,America/New_York,302,NA,US,38.91,-75.5,1460
19955,PO BOX,0,Kenton,,,DE,Kent County,America/New_York,302,NA,US,39.23,-75.66,400
19956,STANDARD,0,Laurel,,,DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.55,-75.57,15180
19958,STANDARD,0,Lewes,,Lewes Beach,DE,Sussex County,America/New_York,302,NA,US,38.76,-75.17,27970
19960,STANDARD,0,Lincoln,,,DE,Sussex County,America/New_York,302,NA,US,38.86,-75.36,6500
19961,PO BOX,0,Little Creek,,,DE,Kent County,America/New_York,302,NA,US,39.16,-75.44,112
19962,STANDARD,0,Magnolia,,,DE,Kent County,America/New_York,302,NA,US,39.06,-75.47,13240
19963,STANDARD,0,Milford,,Slaughter Beach,DE,Sussex County,America/New_York,302,NA,US,38.91,-75.43,19330
19964,STANDARD,0,Marydel,,,DE,Kent County,America/New_York,"302, 410, 443, 667",NA,US,39.09,-75.72,1170
19966,STANDARD,0,Millsboro,Long Neck,,DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.58,-75.29,30640
19967,STANDARD,0,Millville,Ocean View,,DE,Sussex County,America/New_York,302,NA,US,38.54,-75.12,1900
19968,STANDARD,0,Milton,,,DE,Sussex County,America/New_York,302,NA,US,38.77,-75.31,13820
19969,PO BOX,0,Nassau,,,DE,Sussex County,America/New_York,302,NA,US,38.74,-75.18,323
19970,STANDARD,0,Ocean View,"Clarksville, Millville",Oceanview,DE,Sussex County,America/New_York,302,NA,US,38.54,-75.09,8420
19971,STANDARD,0,Rehoboth Beach,"Dewey Beach, Rehoboth Bch","Dewey Bch, Rehoboth",DE,Sussex County,America/New_York,302,NA,US,38.7,-75.09,13460
19973,STANDARD,0,Seaford,Blades,,DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.64,-75.61,23020
19975,STANDARD,0,Selbyville,,"Fenwick Island, West Fenwick",DE,Sussex County,America/New_York,"302, 410, 443, 667",NA,US,38.47,-75.17,9790
19977,STANDARD,0,Smyrna,,,DE,Kent County,America/New_York,302,NA,US,39.29,-75.6,24270
19979,STANDARD,0,Viola,,,DE,Kent County,America/New_York,302,NA,US,39.04,-75.57,710
19980,PO BOX,0,Woodside,,,DE,Kent County,America/New_York,302,NA,US,39.07,-75.57,325
7001,STANDARD,0,Avenel,,,NJ,Middlesex County,America/New_York,"732, 848, 908",NA,US,40.58,-74.27,13870
7002,STANDARD,0,Bayonne,,"Bergen Point, Pamrapo",NJ,Hudson County,America/New_York,"201, 347, 551, 718, 862, 908, 917, 929, 973",NA,US,40.66,-74.11,61170
7003,STANDARD,0,Bloomfield,,"Brookdale, Grove, North Center",NJ,Essex County,America/New_York,"862, 973",NA,US,40.81,-74.18,46840
7004,STANDARD,0,Fairfield,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.88,-74.3,8030
7005,STANDARD,0,Boonton,"Boonton Township, Boonton Twp","Lake Intervale, Lk Intervale, Lyonsville, Meriden, Powerville, Rockaway Valley, Taylortown",NJ,Morris County,America/New_York,"862, 973",NA,US,40.9,-74.4,15480
7006,STANDARD,0,Caldwell,"N Caldwell, North Caldwell, W Caldwell, West Caldwell",,NJ,Essex County,America/New_York,"862, 973",NA,US,40.85,-74.28,24630
7007,PO BOX,0,Caldwell,West Caldwell,,NJ,Essex County,America/New_York,862,NA,US,40.83,-74.27,134
7008,STANDARD,0,Carteret,,West Carteret,NJ,Middlesex County,America/New_York,"347, 718, 732, 848, 908, 917, 929",NA,US,40.58,-74.22,23010
7009,STANDARD,0,Cedar Grove,,Overbrook,NJ,Essex County,America/New_York,"862, 973",NA,US,40.85,-74.22,12650
7010,STANDARD,0,Cliffside Park,Cliffside Pk,Cliff Park,NJ,Bergen County,America/New_York,"201, 551",NA,US,40.82,-73.99,21650
7011,STANDARD,0,Clifton,,Main Avenue Station,NJ,Passaic County,America/New_York,"201, 551, 862, 973",NA,US,40.88,-74.14,39080
7012,STANDARD,0,Clifton,,Allwood,NJ,Passaic County,America/New_York,"862, 973",NA,US,40.85,-74.16,12510
7013,STANDARD,0,Clifton,,,NJ,Passaic County,America/New_York,"862, 973",NA,US,40.86,-74.15,26830
7014,STANDARD,0,Clifton,,Delawanna,NJ,Passaic County,America/New_York,"201, 551, 862, 973",NA,US,40.83,-74.14,5380
7015,PO BOX,0,Clifton,,,NJ,Passaic County,America/New_York,862,NA,US,40.86,-74.15,914
7016,STANDARD,0,Cranford,,,NJ,Union County,America/New_York,"732, 848, 862, 908, 973",NA,US,40.65,-74.3,23240
7017,STANDARD,0,East Orange,,"Ampere, Doddtown",NJ,Essex County,America/New_York,"862, 973",NA,US,40.77,-74.21,31060
7018,STANDARD,0,East Orange,,Va Hospital,NJ,Essex County,America/New_York,"862, 973",NA,US,40.76,-74.21,24010
7019,PO BOX,0,East Orange,,,NJ,Essex County,America/New_York,862,NA,US,40.76,-74.21,1398
7020,STANDARD,0,Edgewater,,,NJ,Bergen County,America/New_York,"201, 212, 332, 551, 646, 917",NA,US,40.82,-73.97,11410
7021,STANDARD,0,Essex Fells,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.82,-74.28,2230
7022,STANDARD,0,Fairview,,,NJ,Bergen County,America/New_York,"201, 551",NA,US,40.81,-74,12060
7023,STANDARD,0,Fanwood,,,NJ,Union County,America/New_York,908,NA,US,40.64,-74.38,7680
7024,STANDARD,0,Fort Lee,,"Palisade, West Fort Lee",NJ,Bergen County,America/New_York,"201, 551",NA,US,40.85,-73.97,34140
7026,STANDARD,0,Garfield,,"Outwater, Ritz",NJ,Bergen County,America/New_York,"201, 551, 862, 973",NA,US,40.87,-74.1,29160
7027,STANDARD,0,Garwood,,,NJ,Union County,America/New_York,908,NA,US,40.65,-74.32,3880
7028,STANDARD,0,Glen Ridge,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.8,-74.2,7810
7029,STANDARD,0,Harrison,East Newark,,NJ,Hudson County,America/New_York,"201, 551, 862, 973",NA,US,40.74,-74.15,17540
7030,STANDARD,0,Hoboken,,"Castle Point, Uptown, Washington Street",NJ,Hudson County,America/New_York,"201, 551",NA,US,40.75,-74.03,42150
7031,STANDARD,0,North Arlington,N Arlington,,NJ,Bergen County,America/New_York,"201, 551, 862, 973",NA,US,40.79,-74.12,15070
7032,STANDARD,0,Kearny,,"Arlington, South Kearny, West Arlington",NJ,Hudson County,America/New_York,"201, 551, 862, 973",NA,US,40.75,-74.11,35490
7033,STANDARD,0,Kenilworth,,,NJ,Union County,America/New_York,"862, 908, 973",NA,US,40.67,-74.28,7990
7034,STANDARD,0,Lake Hiawatha,,Lk Hiawatha,NJ,Morris County,America/New_York,"862, 973",NA,US,40.88,-74.38,9100
7035,STANDARD,0,Lincoln Park,,,NJ,Morris County,America/New_York,"862, 973",NA,US,40.92,-74.3,9900
7036,STANDARD,0,Linden,Winfield Park,"Tremley, Tremley Point",NJ,Union County,America/New_York,"347, 718, 732, 848, 908, 917, 929",NA,US,40.62,-74.23,41440
7039,STANDARD,0,Livingston,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.78,-74.32,31030
7040,STANDARD,0,Maplewood,,Maplecrest,NJ,Essex County,America/New_York,"862, 908, 973",NA,US,40.73,-74.27,24120
7041,STANDARD,0,Millburn,,,NJ,Essex County,America/New_York,"862, 908, 973",NA,US,40.72,-74.3,7230
7042,STANDARD,0,Montclair,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.82,-74.21,23910
7043,STANDARD,0,Montclair,"Upper Montclair, Upr Montclair",,NJ,Essex County,America/New_York,"862, 973",NA,US,40.84,-74.2,12110
7044,STANDARD,0,Verona,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.83,-74.24,13720
7045,STANDARD,0,Montville,,"Lower Montville, Montville Township",NJ,Morris County,America/New_York,"862, 973",NA,US,40.9,-74.36,10340
7046,STANDARD,0,Mountain Lakes,Mountain Lks,,NJ,Morris County,America/New_York,"862, 973",NA,US,40.89,-74.44,4550
7047,STANDARD,0,North Bergen,,"Tyler Park, Woodcliff",NJ,Hudson County,America/New_York,"201, 212, 332, 551, 646, 917",NA,US,40.79,-74.03,51430
7050,STANDARD,0,Orange,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.76,-74.23,27090
7051,PO BOX,0,Orange,,,NJ,Essex County,America/New_York,862,NA,US,40.76,-74.23,860
7052,STANDARD,0,West Orange,,Town Center,NJ,Essex County,America/New_York,"862, 973",NA,US,40.79,-74.26,44560
7054,STANDARD,0,Parsippany,,"Parsippany Troy Hills, Troy Hills",NJ,Morris County,America/New_York,"862, 973",NA,US,40.85,-74.4,28020
7055,STANDARD,0,Passaic,,"Dundee, Passaic Park",NJ,Passaic County,America/New_York,"201, 551, 862, 973",NA,US,40.85,-74.12,63350
7057,STANDARD,0,Wallington,,,NJ,Bergen County,America/New_York,"201, 551, 862, 973",NA,US,40.85,-74.1,10630
7058,STANDARD,0,Pine Brook,,Pinebrook,NJ,Morris County,America/New_York,"862, 973",NA,US,40.86,-74.34,5400
7059,STANDARD,0,Warren,,,NJ,Somerset County,America/New_York,"732, 848, 908",NA,US,40.63,-74.51,16120
7060,STANDARD,0,Plainfield,"N Plainfield, North Plainfield",Muhlenberg,NJ,Union County,America/New_York,"732, 848, 908",NA,US,40.62,-74.42,41640
7061,PO BOX,0,Plainfield,,,NJ,Union County,America/New_York,908,NA,US,40.63,-74.4,1382
7062,STANDARD,0,Plainfield,"N Plainfield, North Plainfield",,NJ,Union County,America/New_York,908,NA,US,40.63,-74.4,13340
7063,STANDARD,0,Plainfield,"N Plainfield, North Plainfield",,NJ,Union County,America/New_York,"732, 848, 908",NA,US,40.61,-74.44,13490
7064,STANDARD,0,Port Reading,,,NJ,Middlesex County,America/New_York,"347, 718, 732, 848, 917, 929",NA,US,40.57,-74.25,3770
7065,STANDARD,0,Rahway,,,NJ,Union County,America/New_York,"732, 848, 908",NA,US,40.6,-74.28,27260
7066,STANDARD,0,Clark,,,NJ,Union County,America/New_York,"732, 848, 908",NA,US,40.62,-74.31,15070
7067,STANDARD,0,Colonia,,,NJ,Middlesex County,America/New_York,"732, 848",NA,US,40.59,-74.31,18080
7068,STANDARD,0,Roseland,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.82,-74.3,6100
7069,STANDARD,0,Watchung,Plainfield,,NJ,Somerset County,America/New_York,"732, 848, 908",NA,US,40.64,-74.44,5980
7070,STANDARD,0,Rutherford,,,NJ,Bergen County,America/New_York,"201, 551, 862, 973",NA,US,40.81,-74.1,17130
7071,STANDARD,0,Lyndhurst,,,NJ,Bergen County,America/New_York,"201, 551, 862, 973",NA,US,40.8,-74.11,20170
7072,STANDARD,0,Carlstadt,,,NJ,Bergen County,America/New_York,"201, 551, 862, 973",NA,US,40.82,-74.06,5770
7073,STANDARD,0,East Rutherford,E Rutherford,,NJ,Bergen County,America/New_York,"201, 551, 862, 973",NA,US,40.81,-74.08,8870
7074,STANDARD,0,Moonachie,,,NJ,Bergen County,America/New_York,"201, 551",NA,US,40.84,-74.05,2860
7075,STANDARD,0,Wood Ridge,,,NJ,Bergen County,America/New_York,"201, 551, 862, 973",NA,US,40.85,-74.08,9540
7076,STANDARD,0,Scotch Plains,,,NJ,Union County,America/New_York,"732, 848, 908",NA,US,40.63,-74.37,24010
7077,STANDARD,0,Sewaren,,,NJ,Middlesex County,America/New_York,"347, 718, 732, 848, 917, 929",NA,US,40.55,-74.26,2540
7078,STANDARD,0,Short Hills,,,NJ,Essex County,America/New_York,"862, 908, 973",NA,US,40.74,-74.33,13970
7079,STANDARD,0,South Orange,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.74,-74.26,14810
7080,STANDARD,0,South Plainfield,S Plainfield,,NJ,Middlesex County,America/New_York,"732, 848, 908",NA,US,40.57,-74.41,23720
7081,STANDARD,0,Springfield,,,NJ,Union County,America/New_York,"862, 908, 973",NA,US,40.69,-74.32,16180
7082,STANDARD,0,Towaco,,,NJ,Morris County,America/New_York,"862, 973",NA,US,40.93,-74.34,5650
7083,STANDARD,0,Union,,"Chestnut, Townley, Union Center",NJ,Union County,America/New_York,"862, 908, 973",NA,US,40.69,-74.26,52010
7086,STANDARD,0,Weehawken,,,NJ,Hudson County,America/New_York,"201, 551",NA,US,40.77,-74.02,13640
7087,STANDARD,0,Union City,,"Bergenline, Summit Avenue",NJ,Hudson County,America/New_York,"201, 551",NA,US,40.77,-74.03,56740
7088,STANDARD,0,Vauxhall,,,NJ,Union County,America/New_York,"862, 908, 973",NA,US,40.72,-74.29,3110
7090,STANDARD,0,Westfield,,,NJ,Union County,America/New_York,"732, 848, 862, 908, 973",NA,US,40.65,-74.34,30480
7091,PO BOX,0,Westfield,,,NJ,Union County,America/New_York,908,NA,US,40.65,-74.34,179
7092,STANDARD,0,Mountainside,,,NJ,Union County,America/New_York,"862, 908, 973",NA,US,40.68,-74.36,6840
7093,STANDARD,0,West New York,Guttenberg,"Monitor, Taurus",NJ,Hudson County,America/New_York,"201, 551",NA,US,40.79,-74.01,52110
7094,STANDARD,0,Secaucus,,,NJ,Hudson County,America/New_York,"201, 551",NA,US,40.78,-74.06,18270
7095,STANDARD,0,Woodbridge,,,NJ,Middlesex County,America/New_York,"732, 848",NA,US,40.55,-74.28,19210
7096,PO BOX,0,Secaucus,,"Meadows, Plaza",NJ,Hudson County,America/New_York,201,NA,US,40.78,-74.06,210
7097,UNIQUE,0,Jersey City,,Nj International And Bmc,NJ,Hudson County,America/New_York,201,NA,US,40.71,-74.06,16
7099,UNIQUE,0,Kearny,,Usps,NJ,Hudson County,America/New_York,201,NA,US,40.75,-74.11,0
7101,PO BOX,0,Newark,,,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,2371
7102,STANDARD,0,Newark,,"Academy, Midtown, Washington Park",NJ,Essex County,America/New_York,"201, 551, 862, 973",NA,US,40.74,-74.17,9030
7103,STANDARD,0,Newark,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.74,-74.2,26000
7104,STANDARD,0,Newark,,,NJ,Essex County,America/New_York,"201, 551, 862, 973",NA,US,40.77,-74.17,43160
7105,STANDARD,0,Newark,,Ironbound,NJ,Essex County,America/New_York,"201, 551, 862, 973",NA,US,40.72,-74.14,36470
7106,STANDARD,0,Newark,,Vailsburg,NJ,Essex County,America/New_York,"862, 973",NA,US,40.74,-74.23,26660
7107,STANDARD,0,Newark,,Roseville,NJ,Essex County,America/New_York,"862, 973",NA,US,40.76,-74.19,33340
7108,STANDARD,0,Newark,,,NJ,Essex County,America/New_York,"862, 973",NA,US,40.72,-74.2,21710
7109,STANDARD,0,Belleville,,,NJ,Essex County,America/New_York,"201, 551, 862, 973",NA,US,40.79,-74.16,34950
7110,STANDARD,0,Nutley,,,NJ,Essex County,America/New_York,"201, 551, 862, 973",NA,US,40.81,-74.15,27530
7111,STANDARD,0,Irvington,,Township Of Irvington,NJ,Essex County,America/New_York,"862, 973",NA,US,40.72,-74.23,49070
7112,STANDARD,0,Newark,,Weequahic,NJ,Essex County,America/New_York,"862, 973",NA,US,40.71,-74.21,22990
7114,STANDARD,0,Newark,,,NJ,Essex County,America/New_York,"201, 551, 862, 908, 973",NA,US,40.72,-74.17,8300
7175,UNIQUE,0,Newark,,Usps,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7182,UNIQUE,1,Newark,Shared Firm Zip,,NJ,Essex County,America/New_York,862,NA,US,40.73,-74.17,0
7184,UNIQUE,0,Newark,,Cenlar Bank,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7188,UNIQUE,0,Newark,,Jp Morgan Chase,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7189,UNIQUE,0,Newark,,Bank Of America,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7191,UNIQUE,0,Newark,,Wachovia Bank,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7192,UNIQUE,0,Newark,,Wachovia Bank,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7193,UNIQUE,0,Newark,,Jp Morgan Chase,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7194,UNIQUE,1,Newark,,Midlantic National Bank,NJ,Essex County,America/New_York,862,NA,US,40.73,-74.17,0
7195,UNIQUE,0,Newark,,Bank Of New York,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7198,UNIQUE,0,Newark,,Bank Of New York,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7199,UNIQUE,0,Newark,,Merrill Lynch Inc,NJ,Essex County,America/New_York,862,NA,US,40.72,-74.17,0
7201,STANDARD,0,Elizabeth,,"Betsytown, Peterstown, Union Square",NJ,Union County,America/New_York,"862, 908, 973",NA,US,40.67,-74.18,25750
7202,STANDARD,0,Elizabeth,,"Bayway, Elmora, Parkandbush",NJ,Union County,America/New_York,"347, 718, 908, 917, 929",NA,US,40.65,-74.22,37000
7203,STANDARD,0,Roselle,,,NJ,Union County,America/New_York,908,NA,US,40.65,-74.26,21140
7204,STANDARD,0,Roselle Park,,,NJ,Union County,America/New_York,908,NA,US,40.67,-74.27,13070
7205,STANDARD,0,Hillside,"Ind Hillside, Industrial Hillside",,NJ,Union County,America/New_York,"862, 908, 973",NA,US,40.69,-74.23,21340
7206,STANDARD,0,Elizabethport,Elizabeth,,NJ,Union County,America/New_York,"347, 718, 908, 917, 929",NA,US,40.66,-74.19,28600
7207,PO BOX,0,Elizabeth,,,NJ,Union County,America/New_York,908,NA,US,40.66,-74.19,2702
7208,STANDARD,0,Elizabeth,,North Elizabeth,NJ,Union County,America/New_York,"862, 908, 973",NA,US,40.67,-74.23,28790
7302,STANDARD,0,Jersey City,,,NJ,Hudson County,America/New_York,"201, 551",NA,US,40.72,-74.05,44210
7303,PO BOX,0,Jersey City,,,NJ,Hudson County,America/New_York,201,NA,US,40.71,-74.06,2121
7304,STANDARD,0,Jersey City,,,NJ,Hudson County,America/New_York,"201, 551, 862, 973",NA,US,40.71,-74.06,39960
7305,STANDARD,0,Jersey City,,"Ellis Island, Greenville",NJ,Hudson County,America/New_York,"201, 212, 332, 347, 551, 646, 718, 862, 917, 929, 973",NA,US,40.7,-74.08,56030
7306,STANDARD,0,Jersey City,,,NJ,Hudson County,America/New_York,"201, 551",NA,US,40.73,-74.07,45310
7307,STANDARD,0,Jersey City,,,NJ,Hudson County,America/New_York,"201, 551",NA,US,40.75,-74.06,36730
